Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R70,10K,R_0402_1005Metric,267.140000,-257.970000,180.000000,top
R71,10K,R_0402_1005Metric,269.575000,-136.575000,0.000000,top
R72,10K,R_0402_1005Metric,269.460000,-198.620000,0.000000,top
R73,10K,R_0402_1005Metric,261.060000,-257.970000,180.000000,top
R74,10K,R_0402_1005Metric,269.575000,-135.050000,180.000000,top
R75,10K,R_0402_1005Metric,269.460000,-197.100000,180.000000,top
R76,10K,R_0402_1005Metric,261.060000,-259.490000,0.000000,top
R77,10K,R_0402_1005Metric,275.550000,-145.450000,180.000000,top
R78,10K,R_0402_1005Metric,275.530000,-227.610000,180.000000,top
R79,10K,R_0402_1005Metric,275.550000,-146.975000,0.000000,top
R80,10K,R_0402_1005Metric,275.530000,-229.130000,0.000000,top
R81,10K,R_0402_1005Metric,269.475000,-146.975000,0.000000,top
R82,10K,R_0402_1005Metric,269.460000,-229.130000,0.000000,top
R83,10K,R_0402_1005Metric,269.475000,-145.450000,180.000000,top
R84,10K,R_0402_1005Metric,269.460000,-227.610000,180.000000,top
R85,10K,R_0402_1005Metric,302.020000,-145.450000,180.000000,top
R86,10K,R_0402_1005Metric,299.570000,-228.610000,180.000000,top
R87,10K,R_0402_1005Metric,302.020000,-146.970000,0.000000,top
R88,10K,R_0402_1005Metric,299.570000,-230.140000,0.000000,top
R89,10K,R_0402_1005Metric,295.960000,-146.970000,0.000000,top
R90,10K,R_0402_1005Metric,293.500000,-230.130000,0.000000,top
R91,10K,R_0402_1005Metric,295.960000,-145.450000,180.000000,top
R92,10K,R_0402_1005Metric,293.500000,-228.610000,180.000000,top
R93,10K,R_0402_1005Metric,310.575000,-135.050000,180.000000,top
R94,10K,R_0402_1005Metric,310.580000,-197.000000,180.000000,top
R95,10K,R_0402_1005Metric,310.575000,-136.575000,0.000000,top
R96,10K,R_0402_1005Metric,310.580000,-198.520000,0.000000,top
R97,10K,R_0402_1005Metric,304.450000,-136.550000,0.000000,top
R98,10K,R_0402_1005Metric,304.522500,-198.520000,0.000000,top
R99,10K,R_0402_1005Metric,304.450000,-135.025000,180.000000,top
R100,10K,R_0402_1005Metric,304.520000,-197.000000,180.000000,top
R101,10K,R_0402_1005Metric,321.050000,-145.450000,180.000000,top
R102,10K,R_0402_1005Metric,323.530000,-228.020000,180.000000,top
R103,10K,R_0402_1005Metric,321.050000,-146.970000,0.000000,top
R104,10K,R_0402_1005Metric,323.530000,-229.540000,0.000000,top
R105,10K,R_0402_1005Metric,314.990000,-146.980000,0.000000,top
R106,10K,R_0402_1005Metric,317.470000,-229.540000,0.000000,top
R107,10K,R_0402_1005Metric,314.990000,-145.450000,180.000000,top
R108,10K,R_0402_1005Metric,317.470000,-228.020000,180.000000,top
R109,10K,R_0402_1005Metric,377.512500,-178.040000,0.000000,top
R110,10K,R_0402_1005Metric,383.595000,-178.030000,0.000000,top
R111,10K,R_0402_1005Metric,377.515000,-176.510000,180.000000,top
R112,10K,R_0402_1005Metric,383.595000,-176.510000,180.000000,top
R113,10K,R_0402_1005Metric,353.450000,-248.095000,180.000000,top
R114,10K,R_0402_1005Metric,361.400000,-125.900000,0.000000,top
R115,10K,R_0402_1005Metric,353.450000,-249.625000,0.000000,top
R116,10K,R_0402_1005Metric,361.400000,-127.200000,0.000000,top
R117,10K,R_0402_1005Metric,359.560000,-249.625000,0.000000,top
R118,10K,R_0402_1005Metric,351.400000,-127.000000,0.000000,top
R119,10K,R_0402_1005Metric,359.560000,-248.095000,180.000000,top
R120,10K,R_0402_1005Metric,351.400000,-125.700000,180.000000,top
R121,10K,R_0402_1005Metric,403.250000,-213.805000,270.000000,top
R122,10K,R_0402_1005Metric,404.770000,-213.805000,90.000000,top
R123,10K,R_0402_1005Metric,404.770000,-219.865000,90.000000,top
R124,10K,R_0402_1005Metric,377.450000,-248.020000,180.000000,top
R125,10K,R_0402_1005Metric,390.100000,-142.100000,0.000000,top
R126,10K,R_0402_1005Metric,403.250000,-219.867500,270.000000,top
R127,10K,R_0402_1005Metric,377.450000,-249.550000,0.000000,top
R128,10K,R_0402_1005Metric,390.100000,-143.400000,0.000000,top
R129,10K,R_0402_1005Metric,383.550000,-249.550000,0.000000,top
R130,10K,R_0402_1005Metric,373.100000,-142.950000,90.000000,top
R131,10K,R_0402_1005Metric,383.550000,-248.020000,180.000000,top
R132,10K,R_0402_1005Metric,371.800000,-142.950000,90.000000,top
R133,10K,R_0402_1005Metric,418.555000,-219.010000,180.000000,top
R134,10K,R_0402_1005Metric,418.555000,-220.540000,0.000000,top
R135,10K,R_0402_1005Metric,412.465000,-220.540000,0.000000,top
R136,10K,R_0402_1005Metric,412.465000,-219.010000,180.000000,top
R137,10K,R_0402_1005Metric,404.015000,-248.045000,180.000000,top
R138,10K,R_0402_1005Metric,414.200000,-145.100000,180.000000,top
R139,10K,R_0402_1005Metric,438.625000,-219.030000,180.000000,top
R140,10K,R_0402_1005Metric,404.015000,-249.575000,0.000000,top
R141,10K,R_0402_1005Metric,414.200000,-144.000000,180.000000,top
R142,10K,R_0402_1005Metric,438.627500,-220.560000,0.000000,top
R143,10K,R_0402_1005Metric,410.105000,-249.575000,0.000000,top
R144,10K,R_0402_1005Metric,394.910000,-143.380000,0.000000,top
R145,10K,R_0402_1005Metric,432.525000,-220.560000,0.000000,top
R146,10K,R_0402_1005Metric,410.105000,-248.045000,180.000000,top
R147,10K,R_0402_1005Metric,394.900000,-142.100000,180.000000,top
R148,10K,R_0402_1005Metric,432.525000,-219.030000,180.000000,top
R149,10K,R_0402_1005Metric,425.440000,-248.020000,180.000000,top
R150,10K,R_0402_1005Metric,435.650000,-140.950000,270.000000,top
R151,10K,R_0402_1005Metric,425.440000,-249.550000,0.000000,top
R152,10K,R_0402_1005Metric,435.650000,-142.950000,90.000000,top
R153,10K,R_0402_1005Metric,431.530000,-249.550000,0.000000,top
R154,10K,R_0402_1005Metric,418.800000,-143.300000,0.000000,top
R155,10K,R_0402_1005Metric,459.860000,-218.085000,270.000000,top
R156,10K,R_0402_1005Metric,459.860000,-224.185000,270.000000,top
R157,10K,R_0402_1005Metric,431.530000,-248.020000,180.000000,top
R158,10K,R_0402_1005Metric,418.800000,-142.100000,180.000000,top
R159,10K,R_0402_1005Metric,461.390000,-218.085000,90.000000,top
R160,10K,R_0402_1005Metric,461.390000,-224.185000,90.000000,top
R161,220R,R_0402_1005Metric,330.100000,-201.700000,180.000000,top
R162,100K,R_1206_3216Metric,363.100000,-112.700000,270.000000,top
R163,1K,R_0402_1005Metric,284.590000,-112.300000,0.000000,top
R164,10K,R_0402_1005Metric,340.400000,-215.400000,270.000000,top
R165,2.2K,R_0603_1608Metric,320.200000,-193.225000,90.000000,top
R166,2.2K,R_0603_1608Metric,321.800000,-193.225000,90.000000,top
R167,2.2K,R_0603_1608Metric,346.400000,-218.100000,0.000000,top
R168,2.2K,R_0603_1608Metric,343.200000,-218.100000,180.000000,top
R169,220R,R_1206_3216Metric,432.400000,-122.800000,0.000000,top
R170,220R,R_1206_3216Metric,394.100000,-112.800000,0.000000,top
R171,10K,R_0603_1608Metric,393.400000,-120.150000,270.000000,top
R172,10K,R_0603_1608Metric,175.470000,-199.550000,180.000000,top
R173,10K,R_0603_1608Metric,175.150000,-168.100000,180.000000,top
R174,10K,R_0603_1608Metric,164.950000,-219.125000,180.000000,top
R175,10K,R_0603_1608Metric,253.350000,-128.950000,180.000000,top
R176,10K,R_0603_1608Metric,289.375000,-190.030000,180.000000,top
R177,10K,R_0603_1608Metric,283.525000,-133.200000,180.000000,top
R178,10K,R_0603_1608Metric,259.295000,-226.840000,180.000000,top
R179,10K,R_0603_1608Metric,217.790000,-226.740000,180.000000,top
R180,10K,R_0603_1608Metric,346.570000,-145.120000,180.000000,top
R181,10K,R_0603_1608Metric,379.350000,-211.550000,180.000000,top
R182,10K,R_0603_1608Metric,457.395000,-235.050000,180.000000,top
R183,10K,R_0402_1005Metric,179.300000,-160.200000,180.000000,top
R184,10K,R_0402_1005Metric,179.300000,-161.800000,0.000000,top
R185,10K,R_0402_1005Metric,173.300000,-161.800000,0.000000,top
R186,10K,R_0402_1005Metric,173.300000,-160.200000,180.000000,top
R187,100K,R_0402_1005Metric,190.750000,-108.850000,180.000000,top
R188,3.3K,R_0402_1005Metric,438.650000,-163.550000,180.000000,top
R189,3.3K,R_0402_1005Metric,443.590000,-219.250000,180.000000,top
R190,3.3K,R_0402_1005Metric,182.600000,-227.700000,180.000000,top
R191,3.3K,R_0402_1005Metric,186.300000,-185.300000,180.000000,top
R192,2K2,R_0603_1608Metric,218.100000,-213.700000,270.000000,top
R193,2K2,R_0603_1608Metric,216.500000,-215.400000,270.000000,top
R194,2K2,R_0603_1608Metric,219.700000,-218.500000,270.000000,top
R195,2K2,R_0603_1608Metric,229.900000,-220.300000,90.000000,top
R196,3.3K,R_0402_1005Metric,185.710000,-107.850000,180.000000,top
R197,100K,R_0402_1005Metric,424.850000,-160.740000,90.000000,top
R198,2K2,R_0603_1608Metric,233.100000,-215.400000,90.000000,top
R199,2K2,R_0603_1608Metric,218.100000,-210.600000,270.000000,top
R200,2K2,R_0603_1608Metric,231.500000,-213.700000,90.000000,top
R201,2K2,R_0603_1608Metric,231.500000,-210.600000,90.000000,top
R202,10K,R_0402_1005Metric,224.200000,-219.200000,90.000000,top
R203,10K,R_0402_1005Metric,223.000000,-219.200000,90.000000,top
R204,10K,R_0402_1005Metric,226.600000,-219.200000,90.000000,top
R205,10K,R_0402_1005Metric,225.400000,-219.200000,90.000000,top
R206,47K,R_0603_1608Metric,448.725000,-136.000000,90.000000,top
R207,47K,R_0603_1608Metric,461.150000,-136.000000,90.000000,top
R208,47K,R_0603_1608Metric,446.225000,-135.975000,90.000000,top
R209,47K,R_0603_1608Metric,462.850000,-136.000000,90.000000,top
R210,47K,R_0603_1608Metric,443.725000,-135.975000,90.000000,top
R211,47K,R_0603_1608Metric,378.600000,-270.400000,180.000000,top
R212,10K,R_0402_1005Metric,364.300000,-278.810000,90.000000,top
R213,100K,R_0402_1005Metric,422.000000,-246.600000,180.000000,top
R214,68K,R_0603_1608Metric,365.100000,-113.500000,90.000000,top
R215,49.9K,R_0603_1608Metric,363.500000,-116.500000,180.000000,top
R216,16.2K,R_0603_1608Metric,363.500000,-118.200000,0.000000,top
R217,49.9K,R_0603_1608Metric,317.800000,-122.900000,180.000000,top
R218,1K,R_0603_1608Metric,341.400000,-119.300000,180.000000,top
R219,100K,R_1206_3216Metric,320.300000,-119.000000,180.000000,top
R220,68K,R_0603_1608Metric,321.100000,-121.300000,0.000000,top
R221,2K,R_0603_1608Metric,291.100000,-117.000000,0.000000,top
R222,30K,R_0805_2012Metric,352.400000,-101.500000,180.000000,top
R223,30K,R_0805_2012Metric,358.200000,-101.600000,0.000000,top
R224,100K,R_0402_1005Metric,313.650000,-175.050000,270.000000,top
R225,3.3K,R_0402_1005Metric,423.800000,-155.150000,90.000000,top
R226,30K,R_0805_2012Metric,382.375000,-100.300000,270.000000,top
R227,30K,R_0805_2012Metric,393.775000,-93.950000,270.000000,top
R228,30K,R_0805_2012Metric,393.775000,-90.450000,90.000000,top
R229,30K,R_0805_2012Metric,382.375000,-83.500000,90.000000,top
R230,30K,R_0805_2012Metric,352.375000,-99.500000,0.000000,top
R231,30K,R_0805_2012Metric,358.175000,-99.650000,180.000000,top
R232,3.3K,R_0402_1005Metric,415.000000,-246.450000,180.000000,top
R233,100K,R_0402_1005Metric,211.910000,-155.800000,0.000000,top
R234,30K,R_0805_2012Metric,385.175000,-99.650000,0.000000,top
R235,30K,R_0805_2012Metric,390.975000,-99.650000,180.000000,top
R236,30K,R_0805_2012Metric,390.975000,-84.250000,180.000000,top
R237,30K,R_0805_2012Metric,385.175000,-84.250000,0.000000,top
R238,30K,R_0805_2012Metric,340.175000,-100.350000,270.000000,top
R239,30K,R_0805_2012Metric,348.475000,-100.362500,270.000000,top
R240,3.3K,R_0402_1005Metric,314.650000,-181.850000,270.000000,top
R241,3.3K,R_0402_1005Metric,212.300000,-163.100000,270.000000,top
R242,30K,R_0805_2012Metric,372.275000,-100.350000,270.000000,top
R243,30K,R_0805_2012Metric,380.275000,-100.350000,270.000000,top
R244,30K,R_0805_2012Metric,380.375000,-83.550000,90.000000,top
R245,30K,R_0805_2012Metric,372.275000,-83.562500,90.000000,top
R246,510R,R_0805_2012Metric,374.275000,-100.350000,270.000000,top
R247,510R,R_0805_2012Metric,378.275000,-100.350000,270.000000,top
R248,510R,R_0805_2012Metric,378.375000,-83.550000,90.000000,top
R249,510R,R_0805_2012Metric,374.275000,-83.550000,90.000000,top
R250,510R,R_0805_2012Metric,342.275000,-100.350000,270.000000,top
R251,510R,R_0805_2012Metric,346.375000,-100.337500,270.000000,top
R252,100K,R_0402_1005Metric,280.850000,-256.100000,270.000000,top
R253,100K,R_0402_1005Metric,364.350000,-219.150000,0.000000,top
R254,30K,R_0805_2012Metric,361.775000,-99.650000,0.000000,top
R255,30K,R_0805_2012Metric,367.575000,-99.650000,180.000000,top
R256,30K,R_0805_2012Metric,367.575000,-84.250000,180.000000,top
R257,30K,R_0805_2012Metric,361.775000,-84.250000,0.000000,top
R258,30K,R_0805_2012Metric,358.175000,-84.250000,180.000000,top
R259,30K,R_0805_2012Metric,352.375000,-84.250000,0.000000,top
R260,3.3K,R_0402_1005Metric,280.850000,-262.850000,270.000000,top
R261,3.3K,R_0402_1005Metric,369.950000,-216.050000,0.000000,top
R262,7.5K,R_0805_2012Metric,370.300000,-100.400000,270.000000,top
R263,7.5K,R_0805_2012Metric,338.100000,-100.312500,270.000000,top
R264,10K,R_0402_1005Metric,376.650000,-164.400000,0.000000,top
R265,10K,R_0402_1005Metric,376.650000,-163.350000,0.000000,top
R266,10K,R_0402_1005Metric,382.750000,-163.350000,180.000000,top
R267,10K,R_0402_1005Metric,382.750000,-164.400000,180.000000,top
R268,2K2,R_0603_1608Metric,370.400000,-156.700000,0.000000,top
R269,2K2,R_0603_1608Metric,370.400000,-158.350000,180.000000,top
R270,2K2,R_0603_1608Metric,370.400000,-160.000000,0.000000,top
R271,2K2,R_0603_1608Metric,370.400000,-161.650000,180.000000,top
R272,2K2,R_0603_1608Metric,390.150000,-161.700000,180.000000,top
R273,2K2,R_0603_1608Metric,390.100000,-160.000000,0.000000,top
R274,2K2,R_0603_1608Metric,390.100000,-158.300000,180.000000,top
R275,2K2,R_0603_1608Metric,390.125000,-156.700000,0.000000,top
R276,42R2,R_0603_1608Metric,158.000000,-127.900000,180.000000,top
R277,42R2,R_0603_1608Metric,158.000000,-145.000000,0.000000,top
R278,42R2,R_0603_1608Metric,158.010000,-178.840000,180.000000,top
R279,42R2,R_0603_1608Metric,158.000000,-196.000000,0.000000,top
R280,42R2,R_0603_1608Metric,253.960000,-147.870000,0.000000,top
R281,42R2,R_0603_1608Metric,254.000000,-165.000000,0.000000,top
R282,42R2,R_0603_1608Metric,289.000000,-151.300000,90.000000,top
R283,42R2,R_0603_1608Metric,288.750000,-162.500000,270.000000,top
R284,42R2,R_0603_1608Metric,254.020000,-209.840000,0.000000,top
R285,42R2,R_0603_1608Metric,243.000000,-228.600000,0.000000,top
R286,42R2,R_0603_1608Metric,301.970000,-209.870000,0.000000,top
R287,42R2,R_0603_1608Metric,302.000000,-227.000000,0.000000,top
R288,42R2,R_0603_1608Metric,399.000000,-125.800000,180.000000,top
R289,42R2,R_0603_1608Metric,395.625000,-145.000000,180.000000,top
R290,42R2,R_0603_1608Metric,396.900000,-232.450000,270.000000,top
R291,42R2,R_0603_1608Metric,399.000000,-248.650000,0.000000,top
R292,100K,R_0402_1005Metric,265.800000,-202.750000,90.000000,top
R293,3.3K,R_0402_1005Metric,264.850000,-196.750000,90.000000,top
R294,100K,R_0402_1005Metric,376.050000,-175.000000,90.000000,top
R295,3.3K,R_0402_1005Metric,377.550000,-169.500000,90.000000,top
R296,100K,R_0402_1005Metric,193.000000,-128.400000,180.000000,top
R297,3.3K,R_0402_1005Metric,186.750000,-127.750000,180.000000,top
R298,42R2,R_0603_1608Metric,459.300000,-272.600000,0.000000,top
R299,42R2,R_0603_1608Metric,462.700000,-272.600000,0.000000,top
R300,42R2,R_0603_1608Metric,466.100000,-272.600000,0.000000,top
R301,42R2,R_0603_1608Metric,469.500000,-272.600000,0.000000,top
R302,100K,R_0402_1005Metric,214.450000,-255.100000,180.000000,top
R303,3.3K,R_0402_1005Metric,208.750000,-255.100000,180.000000,top
R304,10K,R_0603_1608Metric,233.200000,-210.600000,90.000000,top
R305,10K,R_0603_1608Metric,380.400000,-164.300000,270.000000,top
R306,10K,R_0402_1005Metric,337.900000,-191.200000,180.000000,top
R307,22R,R_0603_1608Metric,358.900000,-185.400000,270.000000,top
R308,100K,R_1206_3216Metric,451.100000,-265.200000,0.000000,top
R309,100K,R_0805_2012Metric,445.000000,-265.900000,0.000000,top
R310,11.8K,R_1206_3216Metric,451.100000,-267.600000,0.000000,top
R311,10K,R_1206_3216Metric,447.300000,-259.500000,0.000000,top
R312,22R,R_0603_1608Metric,355.500000,-188.300000,90.000000,top
R313,22R,R_0603_1608Metric,339.100000,-188.100000,270.000000,top
R314,22R,R_0603_1608Metric,357.200000,-186.700000,90.000000,top
R315,9.53K,R_0603_1608Metric,317.800000,-121.300000,0.000000,top
R316,39K,R_0805_2012Metric,445.012500,-268.000000,0.000000,top
SW63,SW_SPDT,SW_SPDT_PCM12,281.700000,-107.200000,180.000000,top
U1,STM32F407VET6,LQFP-100_14x14mm_P0.5mm,340.900000,-201.100000,270,top
U2,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,176.345000,-177.655000,0.000000,top
U3,AD5290,MSOP-10_3x3mm_P0.5mm,139.200000,-126.800000,0.000000,top
U4,AD5290,MSOP-10_3x3mm_P0.5mm,139.200000,-195.300000,0.000000,top
U5,DAC7678xPW,TSSOP-16_4.4x5mm_P0.65mm,139.200000,-132.900000,0.000000,top
U6,DAC7678xPW,TSSOP-16_4.4x5mm_P0.65mm,139.200000,-201.400000,0.000000,top
U7,DAC7678xPW,TSSOP-16_4.4x5mm_P0.65mm,244.800000,-262.700000,90.000000,top
U8,DAC7678xPW,TSSOP-16_4.4x5mm_P0.65mm,470.600000,-157.100000,0.000000,top
U9,DAC7678xPW,TSSOP-16_4.4x5mm_P0.65mm,469.950000,-169.950000,0.000000,top
U10,DAC7678xPW,TSSOP-16_4.4x5mm_P0.65mm,469.950000,-218.450000,0.000000,top
U11,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,176.350000,-209.050000,0.000000,top
U12,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,166.125000,-228.650000,0.000000,top
U13,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,254.500000,-138.550000,0.000000,top
U14,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,290.550000,-199.530000,0.000000,top
U15,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,284.690000,-144.120000,0.000000,top
U16,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,260.465000,-236.355000,0.000000,top
U17,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,218.970000,-236.250000,0.000000,top
U18,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,380.525000,-221.050000,0.000000,top
U19,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,347.740000,-154.640000,0.000000,top
U20,PIC18F26Q43,SSOP-28_5.3x10.2mm_P0.65mm,458.580000,-244.580000,0.000000,top
U21,MP2359DJ-LF-Z,SOT-23-6,359.800000,-115.300000,90.000000,top
U22,6N137,SMDIP-8_W9.53mm,385.100000,-120.200000,0.000000,top
U24,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,280.000000,-171.900000,90.000000,top
U25,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,311.800000,-238.850000,0.000000,top
U26,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,440.100000,-172.400000,0.000000,top
U27,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,445.000000,-229.900000,0.000000,top
U28,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,184.075000,-237.275000,0.000000,top
U29,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,187.900000,-194.900000,0.000000,top
U30,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,187.200000,-115.800000,0.000000,top
U31,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,413.150000,-156.600000,270.000000,top
U32,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,416.500000,-257.050000,0.000000,top
U33,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,324.500000,-180.400000,90.000000,top
U34,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,222.900000,-161.100000,90.000000,top
U35,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,290.975000,-261.425000,90.000000,top
U36,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,368.500000,-206.400000,180.000000,top
U37,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,254.200000,-198.200000,270.000000,top
U38,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,367.600000,-170.937500,270.000000,top
U39,TCA9544A,TSSOP-20_4.4x6.5mm_P0.65mm,224.800000,-214.600000,0.000000,top
U40,USBLC6-2SC6,SOT-23-6,254.600000,-113.800000,90,top
U41,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,188.200000,-136.700000,0.000000,top
U42,MP2359DJ-LF-Z,SOT-23-6,317.700000,-115.300000,0.000000,top
U43,V2164D,SOIC-16_3.9x9.9mm_P1.27mm,375.675000,-91.950000,90.000000,top
U44,V2164D,SOIC-16_3.9x9.9mm_P1.27mm,344.275000,-91.950000,90.000000,top
U45,TL074,SOIC-14_3.9x8.7mm_P1.27mm,388.075000,-91.950000,0,top
U46,TL074,SOIC-14_3.9x8.7mm_P1.27mm,364.675000,-91.950000,0,top
U47,TL074,SOIC-14_3.9x8.7mm_P1.27mm,355.275000,-91.950000,0,top
U48,IS32FL3237-TQLA3-TR,TQFP-48-1EP_7x7mm_P0.5mm_EP5x5mm,210.180000,-264.690000,0.000000,top
U49,TCA9544A,TSSOP-20_4.4x6.5mm_P0.65mm,379.750000,-159.200000,0.000000,top
U50,DAC7678xPW,TSSOP-16_4.4x5mm_P0.65mm,335.050000,-91.900000,90.000000,top
U52,PCA9555PW,TSSOP-24_4.4x7.8mm_P0.65mm,321.000000,-269.000000,270,top
U53,PCA9555PW,TSSOP-24_4.4x7.8mm_P0.65mm,458.410000,-184.390000,180,top
U54,MP1541,TSOT-23-5,455.600000,-261.900000,180,top
U55,MCP4651,TSSOP-14_4.4x5mm_P0.65mm,330.300000,-260.800000,270,top
U56,MCP4651,TSSOP-14_4.4x5mm_P0.65mm,337.800000,-271.600000,270,top
Y1,16Mhz,Crystal_SMD_3225-4Pin_3.2x2.5mm,327.175000,-200.575000,270.000000,top